judul,judul_slug,author,penerbit,isbn,bahasa,jumlah_halaman,isBestSeller,original_rating,adjusted_rating,rating_count,review_count,kategori
Misteri Burung Hitam (A Pocket Full of Rye),misteri-burung-hitam-a-pocket-full-of-rye,Agatha Christie,Gramedia Pustaka Utama,9789792289954,Indonesia,320,0,3.91,4,38743,,novel
Sparkling Cyanide (Kenangan Kematian),sparkling-cyanide-kenangan-kematian,Agatha Christie,Gramedia Pustaka Utama,9789792294699,Indonesia,320,0,3.91,4,27585,,novel
Allure : Mr. B vs Miss. B,allure-mr-b-vs-miss-b,Yuli Pritania,Gramedia Widiasarana Indonesia,9786020521343,Indonesia,264,0,3.91,4,11,,novel
Kedai Sulap,kedai-sulap,Lisma Laurel,Shira Media,9786027760394,Indonesia,152,0,3.27,3,11,,novel
Satu Hari di 2018 (Edisi Revisi),satu-hari-di-2018-edisi-revisi,Boy Candra,Media Kita,9789797945442,Indonesia,187,0,3.98,4,378,,novel
Moga Bunda Disayang Allah,moga-bunda-disayang-allah-ed-film,Tere Liye,Republika,9786028997652,Indonesia,246,0,4.11,4,5590,,novel
Sherlock Holmes: The Hound Of The Baskervilles,immortal-the-hound-of-the-baskervilles-sherlock-holmes,Sir Arthur Conan Doyle,Immortal Publishing,9786025868641,Indonesia,256,0,4.67,5,3,,klasik
Demon Rumm,demon-rumm,Sandra Brown,Gramedia Pustaka Utama,9789792254884,Indonesia,272,0,3.36,3,3747,,romance
Harlequin Koleksi Istimewa: Kekasih Taipan Yunani (The Greek's Bought Bride),harlequin-koleksi-istimewa-kekasih-taipan-yunani-the-greek,Sharon Kendrick,Gramedia Pustaka Utama,9786020636580,Indonesia,224,0,3.58,4,229,,romance
DNA (Do Not Argue) : Mr. O vs Miss. O,dna-do-not-argue-mr-o-vs-miss-o-1,Adeliany Azfar,Gramedia Widiasarana Indonesia,9786020521336,Indonesia,264,0,3.0,3,6,,novel
When It's Rain,when-its-rain,Velicia Ong,Gramedia Widiasarana Indonesia,9786020516110,Indonesia,200,0,3.54,4,13,,novel
Residu,residu,Bernard Batubara,Shira Media,9786025921131,Indonesia,164,0,3.82,4,44,7.0,novel
Classics: Kisah-Kisah Tengah Malam (Tales of Mystery and Terror),classics-kisah-kisah-tengah-malam-tales-of-mystery-and-terror,Edgar Allan Poe,Gramedia Pustaka Utama,9786020661025,Indonesia,248,0,4.24,4,7869,,klasik,novel
Anicca,anicca,Liswindio Apendicaesar,Gramedia Pustaka Utama,9786020660165,Indonesia,82,1,4.54,5,13,,puisi
Upacara,conf-upacara,Korrie Layun Rampan,Gramedia Widiasarana Indonesia,9786022516767,Indonesia,144,1,3.66,4,85,,novel
About Us,about-us,Adi K.,Elex Media Komputindo,9786230030963,Indonesia,128,0,3.31,3,13,,puisi
BSD Amore: Salju Pertama Di Hokkaido,bsd-amore-salju-pertama-di-hokkaido,Angelique Puspadewi,Gramedia Pustaka Utama,9786020376684,Indonesia,260,0,3.55,4,42,,romance
Harlequin Koleksi Istimewa: Cinta untuk Sang Permaisuri (Crowned for the King Baby),harlequin-koleksi-istimewa-cinta-untuk-sang-permaisuri-cro,Sharon Kendrick,Gramedia Pustaka Utama,9786020633824,Indonesia,240,0,3.64,4,220,,
Harlequin Koleksi Istimewa: Janji Bangsawan (A Royal Vow Of Convenience),harlequin-koleksi-istimewa-janji-bangsawan-a-royal-vow-of,Sharon Kendrick,Gramedia Pustaka Utama,9786020634494,Indonesia,248,0,3.5,3,258,,
Harlequin Koleksi Istimewa: Anugerah Natal Terindah (The Greek's Christmas Baby),harlequin-koleksi-istimewa-anugerah-natal-terindah-the-greeks-christmas-baby,Lucy Monroe,Gramedia Pustaka Utama,9786020623498,Indonesia,264,0,3.95,4,2376,,
Betapa Kita Masih Belum Beranjak Dari Pertanyaan Tentang Cinta,betapa-kita-masih-belum-beranjak-dari-pertanyaan-tentang-cinta,Asef Saeful Anwar,Shira Media,9786025868849,Indonesia,190,0,4.24,4,17,,novel
Urban Romance: Marriagephobia,urban-romance-marriagephobia,Visa Ranico,Noura Publishing,9786023857807,Indonesia,240,0,2.86,3,7,,romance
Harlequin Koleksi Istimewa: Malam Penuh Skandal di Madrid (A Scandalous Midnight in Madrid),harlequin-koleksi-istimewa-malam-penuh-skandal-di-madrid-a,Susan Stephens,Gramedia Pustaka Utama,9786020635682,Indonesia,240,0,3.56,4,163,,
Harlequin Koleksi Istimewa: Lamaran Sang Putra Mahkota (A Proposal from the Crown Prince),harlequin-koleksi-istimewa-lamaran-sang-putra-mahkota-a-pr,Jessica Gilmore,Gramedia Pustaka Utama,9786020631677,Indonesia,240,0,3.66,4,29,,
Urban Thriller: Ve,urban-thriller-ve,Vinca Callista,NOURA BOOKS PUBLISHING,9786023857074,Indonesia,240,0,3.62,4,149,53.0,novel
Laki-Laki Ke-42,laki-laki-ke-42,Atalia Praratya,Gramedia Pustaka Utama,9786020641065,Indonesia,128,0,3.09,3,33,,
Alias : Harga Untuk Sebuah Nama,alias-harga-untuk-sebuah-nama,Ruwita Meita,Rak Buku,9786027323018,Indonesia,240,0,3.59,4,69,28.0,fiksi_sastra
LAIQA: Hijab for Sisters 2 (Kerudung untuk Rasi),laiqa-hijab-for-sisters-2-kerudung-untuk-rasi,Anastasha Hardi,Elex Media Komputindo,9786020496054,Indonesia,232,0,3.75,4,20,,novel
Murder on The Links (Lapangan Golf Maut),lapangan-golf-maut-murder-on-the-links,Agatha Christie,Gramedia Pustaka Utama,9789792266764,Indonesia,320,0,3.86,4,74412,,novel
Matinya Lord Edgware (Lord Edgware Dies),matinya-lord-edgware-lord-edgware-dies,Agatha Christie,Gramedia Pustaka Utama,9789792228854,Indonesia,336,0,3.94,4,42044,,novel,thriller
Mantan,mantan,Siti Umrotun,Mizan Publishing,9786024302832,Indonesia,258,0,3.23,3,22,9.0,novel
Young Adult: Seira & Tongkat Lumimuut,young-adult-seira-legenda-toar-lumimuut,Anastasye Natanel,Gramedia Pustaka Utama,9786020387673,Indonesia,414,0,3.08,3,36,,novel
Hikayat Suara-suara Kumpulan Cerpen,hikayat-suara-suara-kumpulan-cerpen,Taufik Ikram Jamil,Pbk,9786024126636,Indonesia,150,0,4.2,4,5,1.0,novel
Standoff (Penyanderaan),standoff-penyanderaan,Sandra Brown,Gramedia Pustaka Utama,9786020374796,Indonesia,312,0,3.74,4,8124,,romance
Harlequin Koleksi Istimewa: Pelukan Sang Penyelamat (Comparative Strangers),harlequin-koleksi-istimewa-pelukan-sang-penyelamat-comparative-strangers,Sara Craven,Gramedia Pustaka Utama,9786020634463,Indonesia,224,0,3.57,4,697,,
Harlequin Koleksi Istimewa: Kontrak Bulan Madu (The Honeymoon Contract),harlequin-koleksi-istimewa-kontrak-bulan-madu-the-honeymoo,Emma Darcy,Gramedia Pustaka Utama,9786020631264,Indonesia,232,0,3.34,3,116,,
Harlequin Koleksi Istimewa: Pertolongan Sang Miliarder (At The Ruthless Billionaire's Command),harlequin-koleksi-istimewa-pertolongan-sang-miliarder-at-the-ruthless-billionaires-command,Carole Mortimer,Gramedia Pustaka Utama,9786020614083,Indonesia,216,0,3.69,4,174,,novel
Kumpulan Budak Setan,kumpulan-budak-setan-cover-baru,Eka Kurniawan; Dkk.,Gramedia Pustaka Utama,9786020333649,Indonesia,174,0,3.71,4,625,,cerpen
Harlequin Koleksi Istimewa: Terikat Cinta Miliarder Yunani (Bound to her Greek Billionaire),harlequin-koleksi-istimewa-terikat-cinta-miliarder-yunani,Rebecca Winters,Gramedia Pustaka Utama,9786020630403,Indonesia,246,0,3.76,4,33,,
Hijrah Bang Tato,hijrah-bang-tato,Fahd Pahdepie,Bentang Pustaka,9786022914334,Indonesia,256,0,4.04,4,76,25.0,novel
Harlequin Koleksi Istimewa: Permata untuk Sang Permaisuri (A Diamond for the King's Mistress),harlequin-koleksi-istimewa-permata-untuk-sang-permaisuri-a-diamond-for-the-kings-mistress,Abby Green,Gramedia Pustaka Utama,9786020620367,Indonesia,240,0,4.03,4,243,,novel
Like Water for Chocolate,like-water-for-chocolate,Laura Esquivel,Bentang Pustaka,9786022914969,Indonesia,256,0,3.95,4,348640,,novel
Between Two Roses,between-two-roses,Lucy Liestyo;Lucy Liestiyo,Bhuana Ilmu Populer,9786024556204,Indonesia,216,0,3.97,4,29,,novel
Gilkey Si Pencuri Buku,gilkey-si-pencuri-buku,Allison Hoover Bartlett,Alvabet,9786026577214,Indonesia,300,0,3.43,3,12456,,fiksi_sastra
Rival,rival,Feli Surya,Mizan Media Utama  Pt,9786024302740,Indonesia,288,0,3.92,4,38,,novel
Arini Masih Ada Kereta yang Akan Lewat - Cover Film,arini-masih-ada-kereta-yang-akan-lewat-cover-baru,Mira W,Gramedia Pustaka Utama,9786020383781,Indonesia,240,0,3.71,4,826,,romance
Harlequin Koleksi Istimewa: Kekasih Di Fiore (Christmas at The Tycoon's Command),harlequin-koleksi-istimewa-kekasih-di-fiore-christmas-at-the-tycoons-command,Jennifer Hayward,Gramedia Pustaka Utama,9786020620077,Indonesia,280,0,3.64,4,166,,romance
HQ Blush: She`s So Over Him,conf-hq-blush-she-s-so-over-him,Joss Wood,Elex Media Komputindo,9786020276410,Indonesia,340,0,3.52,4,60,,novel
Straight from The Hip - Kesempatan Terindah,conf-straight-from-the-hip-kesempatan-terindah,Susan Mallery,Gramedia Pustaka Utama,9786020326115,Indonesia,408,0,4.1,4,5746,,romance
Silam,silam,Risa Saraswati,Rdm Publishers,9786025164651,Indonesia,224,0,3.75,4,289,20.0,novel
Unforgettable Memories,unforgettable-memories,Queen Nakey,Rdm Publishers,9786025112126,Indonesia,244,0,4.21,4,52,,novel
Peter Pan,peter-pan-2,J.M. Barrie,Elex Media Komputindo,9786020488356,Indonesia,208,0,4.04,4,321205,,novel
Omen #3: Misteri Organisasi Rahasia The Jugdes,teenlit-omen3-misteri-organisasi-rahasia-the-jugdes,Lexie Xu,Gramedia Pustaka Utama,9789792298222,Indonesia,312,0,4.4,4,1387,,fiksi_sastra
1+1=0,110,Agustina Kusuma Dewi,Gramedia Widiasarana Indonesia,9786020522616,Indonesia,168,1,3.75,4,4,,romance
Pembunuhan Terpendam (Sleeping Murder),pembunuhan-terpendam-sleeping-murder-cover-baru,Agatha Christie,Gramedia Pustaka Utama,9789792275803,Indonesia,336,0,3.96,4,38293,,novel
Maut di Udara (Death in The Clouds),maut-di-udara-death-in-the-clouds-cover-baru,Agatha Christie,Gramedia Pustaka Utama,9789792228892,Indonesia,328,0,3.85,4,44848,,novel
Why Didn't They Ask Evans? (Pembunuh di Balik Kabut),pembunuh-di-balik-kabut-why-didnt-they-ask-evans,Agatha Christie,Gramedia Pustaka Utama,9789792286496,Indonesia,328,0,3.89,4,28646,,novel
Anjing Kematian (The Hound Of Death),the-hound-of-death-anjing-kematian,Agatha Christie,Gramedia Pustaka Utama,9789792234190,Indonesia,328,0,3.46,3,6239,,novel
TeenLit: Ranking 1,teenlit-ranking-1,Sara Tee,Gramedia Pustaka Utama,9786020382654,Indonesia,256,0,2.93,3,27,4.0,novel
Bertarung Dalam Sarung,bertarung-dalam-sarung,Alfian Dippahatang,Kepustakaan Populer Gramedia,9786024811006,Indonesia,149,0,3.38,3,24,8.0,cerpen
Sherlock Holmes Petualangan Dirumah Kosong,sherlock-holmes-petualangan-dirumah-kosong,Sir Arthur Conan Doyle,Penerbit Noktah,9786237465843,Indonesia,208,1,3.54,4,35,,novel
Yang Bertahan dan Binasa Perlahan,yang-bertahan-dan-binasa-perlahan-1,Okky Madasari,Gramedia Pustaka Utama,9786020652337,Indonesia,200,1,3.75,4,456,,sastra_indonesia
Teh dan Pengkhianat,teh-dan-pengkhianat,Iksaka Banu,Kepustakaan Populer Gramedia,9786024811372,Indonesia,176,1,4.09,4,410,98.0,novel
Kumpulan Cerpen Rokat Tase,kumpulan-cerpen-rokat-tase,Muna Masyari,Pbk,9786232412071,Indonesia,184,0,3.93,4,15,,novel_lokal
LAKNAT,laknat,Lentera Langit,m&c!,9786230301193,Indonesia,168,1,2.7,3,23,,horor,novel
Lain Waktu: Sebuah Novel Absurd,lain-waktu-sebuah-novel-absurd,Hilmi Abedillah,Elex Media Komputindo,9786230008153,Indonesia,212,1,3.8,4,5,,sastra_indonesia
Boneka Sandya,boneka-sandya,Eve Shi,Elex Media Komputindo,9786230007828,Indonesia,224,1,3.75,4,28,16.0,horor,novel
Mereka Datang Ke Baghdad (They Came To Baghdad),mereja-datang-ke-baghdad-they-came-to-baghdad-cover-baru,Agatha Christie,Gramedia Pustaka Utama,9789792293760,Indonesia,352,1,3.83,4,18853,,novel
The Secret of Chimneys (Rahasia Chimneys) - Cover Baru 2018,the-secret-of-chimneys-rahasia-chimneys-cover-baru-2018,Agatha Christie,Gramedia Pustaka Utama,9789792287233,Indonesia,336,0,3.85,4,22346,,novel
Happiness,happiness-1,Fakhrisina Amalia,Kepustakaan Populer Gramedia,9786024813949,Indonesia,246,1,3.91,4,164,,fiksi_ilmiah
Pohon-Pohon Sesawi,pohon-pohon-sesawi-2020,Y.B. Mangunwijaya,Kepustakaan Populer Gramedia,9786024813444,Indonesia,136,1,3.54,4,484,,sastra_indonesia
Semua Untuk Hindia,semua-untuk-hindia,Iksaka Banu,Kepustakaan Populer Gramedia,9786024248246,Indonesia,172,0,4.12,4,635,,novel
Sepasang Kita yang Mungkin Tak Ada,sepasang-kita-yang-mungkin-tak-ada,Erich Langoebelen,Gramedia Widiasarana Indonesia,9786020519869,Indonesia,96,0,2.71,3,7,,novel
The True Story Of Ah Q,the-true-story-of-ah-q,Lu Hsun,Divapress,9786023918805,Indonesia,272,0,3.92,4,2369,,novel
Bulu Matamu: Padang Ilalang,bulu-matamu-padang-ilalang,Joko Pinurbo,Divapress,9786023917914,Indonesia,62,1,3.65,4,85,,novel,puisi
TeenLit: Dark Love,teenlit-dark-love,Ken Terate,Gramedia Pustaka Utama,9789792287516,Indonesia,248,0,3.76,4,981,146.0,novel
Ledakan Dendam (Death Comes As The End),ledakan-dendam-death-comes-as-the-end,Agatha Christie,Gramedia Pustaka Utama,9789792229103,Indonesia,328,0,3.85,4,20384,,novel
Memori 4 Musim,memori-4-musim,Yoana Dianika,Bhuana Ilmu Populer,9786232166806,Indonesia,252,0,3.71,4,24,9.0,romance
Perca - Perca Bahasa,perca-perca-bahasa,Holy Adib,Diva Press,9786232930988,Indonesia,184,0,4.0,4,3,,novel
Ketua Klub Gosip Dan Anggota Kongsi Kematian,ketua-klub-gosip-dan-anggota-kongsi-kematian,Yetti A. Ka,Divapress,9786023919086,Indonesia,200,0,3.21,3,14,6.0,novel
Madrasah Gemuruh Ombak,madrasah-gemuruh-ombak,Arini Hidajati,Laksana,9786024076733,Indonesia,232,0,3.0,3,1,,novel
Kekasih Impian,kekasih-impian-1,Wardah Maulina,Falcon Publishing,9786026714466,Indonesia,167,0,4.08,4,103,,novel
The Seven Dials Mystery (Misteri Tujuh Lonceng),the-seven-dials-mystery-misteri-tujuh-lonceng,Agatha Christie,Gramedia Pustaka Utama,9789792283679,Indonesia,328,0,3.8,4,23212,,novel
Ketika 66,ketika-66,Noorca M. Massardi,Kepustakaan Populer Gramedia,9786024813376,Indonesia,160,0,2.0,2,2,,puisi
39 Langkah,39-langkah,John Buchan,Suka Buku.  Pt,9786233272506,Indonesia,188,0,3.0,3,1,,novel
Different,different-1,Kadek Pingetania,Gramedia Widiasarana Indonesia,9786024523435,Indonesia,264,0,4.0,4,4,,romance
Sketsa Rasa,sketsa-rasa,Pipiet Senja,Tiara Femina,9786025306600,Indonesia,312,0,5.0,5,1,,novel
Terbunuhnya Seorang Bankir,terbunuhnya-seorang-bankir,Augusto De Angelis,Laksana,9786233272384,Indonesia,228,0,3.41,3,206,,novel
BSD Metropop: Soulmate.Com,bsd-metropop-soulmatecom,Jessica Huwae,Gramedia Pustaka Utama,9789792298871,Indonesia,200,0,3.01,3,503,,romance
Sunyi Adalah Minuman Keras,sunyi-adalah-minuman-keras,Sapardi Djoko Damono,Gramedia Pustaka Utama,9786020654997,Indonesia,80,0,3.86,4,59,13.0,
Dengarlah Nyanyian Angin,dengarlah-nyanyian-angin-cover-baru-2018,Haruki Murakami,Kepustakaan Populer Gramedia,9786024244071,Indonesia,119,1,3.58,4,23825,,
Rekindled,rekindled-1,Dhamala Shobita,Laksana,9786024077228,Indonesia,264,0,3.25,3,4,,novel
#Dear Rain,dear-rain,Fauzan Mukrim,Divapress,9786023918003,Indonesia,200,0,4.0,4,10,3.0,fiksi_ilmiah
Princess In The Black Dress,princess-in-the-black-dress,Dyah Anita,BUKU PINTAR INDONESIA,9786025849244,Indonesia,207,0,4.0,4,3,,novel
Life is Beautiful,life-is-beautiful-1,Agnes Davonar,Elex Media Komputindo,9786230021756,Indonesia,144,0,4.0,4,4,1.0,novel
#Galauisme,galau-is-me,Habibun Nazar,Puspa Populer,9786022140146,Indonesia,214,0,3.0,3,1,,novel
Tangan Ayana,tangan-ayana,Sarah Aulia;Lindsay Lov,Scritto Books Publisher,9786025134753,Indonesia,None,0,3.56,4,9,,novel
Serdadu Dari Neraka,serdadu-dari-neraka,Arafat Nur,DIVAPRESS,9786023918157,Indonesia,176,0,3.71,4,7,1.0,novel
A Good Man Is Hard To Find,a-good-man-is-hard-to-find-1,Flannery O`Connor,Huta Parhapuran Pt,9786236175132,Indonesia,184,0,3.89,4,9000,,novel
TeenLit: Arial VS Helvetica,teenlit-arial-vs-helvetica,Nisa Rahmah,Gramedia Pustaka Utama,9786020382630,Indonesia,248,0,3.66,4,105,,novel
C'est La Vie,cest-la-vie,Mirna Basthami,Bhuana Ilmu Populer,9786024832490,Indonesia,176,0,2.5,2,4,,romance
Kidung Para Pencari,kidung-para-pencari,Nugroho Putu,Elex Media Komputindo,9786230020964,Indonesia,144,0,5.0,5,2,,
Luka Paling Dalam,luka-paling-dalam,Ari Keling,Laksana,9786024074913,Indonesia,248,0,4.0,4,9,,novel
Peter Pan,peter-pan-3,J. M. Barrie,Gramedia Pustaka Utama,9786020303475,Indonesia,240,0,4.04,4,321205,,
Pahlawan Dan Tikus,pahlawan-dan-tikus,A.Mustofa Bisri,Divapress,9786023917280,Indonesia,120,0,4.12,4,65,,novel
Tirah,tirah,Erast Yuu,Scritto Books Publisher,9786025134739,Indonesia,230,0,2.88,3,8,,novel
Kugapai Cintamu,kugapai-cintamu-1,Ashadi Siregar,Gramedia Pustaka Utama,9786020618685,Indonesia,200,0,3.5,3,68,,romance
Aku Mendengarmu, Istanbul,aku-mendengarmu-istanbul,Bernando J Sujibto,DIVAPRESS,9786023916504,Indonesia,260,0,4.33,4,21,7.0,novel
Jika Waktu Terbangun,jika-waktu-terbangun,Dwi Rahmi W.,Scritto Books,9786025214219,Indonesia,248,0,4.0,4,3,,novel
Breathless,breathless,Yulia Ang,Scritto Books Publisher,9786025214233,Indonesia,259,0,4.08,4,12,,novel
Selamat Tinggal Pagi, Selamat Datang Senja,selamat-tinggal-pagi-selamat-datang-senja,Anis Khasanah,Laksana,9786024074074,Indonesia,256,0,4.5,4,2,,novel
Dirty Play,dirty-play,Ghyna Amanda,Laksana,9786024073657,Indonesia,253,0,2.5,2,2,,novel
Orkestra Pemakaman,orkestra-pemakaman,Aslan Abidin,Kepustakaan Populer Gramedia,9786024810443,Indonesia,124,0,3.64,4,25,6.0,novel
Pesta Halloween (Halloween Party),pesta-halloween-halloween-party,Agatha Christie,Gramedia Pustaka Utama,9789792231366,Indonesia,336,0,3.67,4,48569,,novel
Mahapatih Nambi : Percik Api Di Jantung Majapahit,mahapatih-nambi-percik-api-di-jantung-majapahit,Gesta Bayuady,Difta,9786022555131,Indonesia,332,0,4.0,4,2,,fiksi_sastra
Bahagia Tanpa Kita,bahagia-tanpa-kita,Katrina Vabiola,Mediakita,9789797945596,Indonesia,192,0,3.78,4,9,,novel
Racauan Yang Kusesali Untuk Kusyukuri,racauan-yang-kusesali-untuk-kusyukuri,Recvy Ineka Putra,Mediakita,9789797946012,Indonesia,168,0,5.0,5,1,,novel
Aksara Hujan,aksara-hujan,Ariqy Raihan,Mediakita,9789797945589,Indonesia,202,0,3.0,3,2,,novel
Malik & Elsa,malik-elsa,Boy Candra,Media Kita,9789797945671,Indonesia,186,0,3.62,4,279,,
The Secret Of Room 403,the-secret-of-room-403,Riawani Elyta,Indiva Media Kreasi,9786021614518,Indonesia,272,0,3.82,4,17,8.0,fiksi_sastra
Everything We Left Behind (Everything #2),everything-we-left-behind-everything-2,Kerry Lonsdale,Elex Media Komputindo,9786020476896,Indonesia,288,0,4.03,4,19229,,novel
Snowball's Fate,snowballs-fate,Asmira Fhea,Gramedia Widiasarana Indonesia,9786020515175,Indonesia,208,0,3.5,3,10,,novel
Radio's Heart,radios-heart,Lia Nurida,Gramedia Widiasarana Indonesia,9786020515205,Indonesia,224,0,3.4,3,10,,novel
Kick,kick-1,Mitch Johnson,Bhuana Ilmu Populer,9786024557171,Indonesia,264,0,4.25,4,559,,novel
Cuko,cuko,Ariestanabirah,Laksana,9786024074272,Indonesia,220,0,4.0,4,1,,novel
Legend of The Dragon Horn,conf-legend-of-the-dragon-horn,Joseph Hengky H,Elex Media Komputindo,9786020244273,Indonesia,385,0,3.65,4,17,,novel
Le Mariage: My Bittersweet Marriage,conf-le-mariage-my-bittersweet-marriage,Ika Vihara,Elex Media Komputindo,9786020282435,Indonesia,360,0,4.19,4,444,,romance
Her Hottest Summer Yet,conf-her-hottest-summer-yet,Ally Blake,Elex Media Komputindo,9786020284194,Indonesia,288,0,3.38,3,55,,novel
CR: The Law Of Attraction,conf-cr-the-law-of-attraction,N.M. Silber;N.M. Silber,Elex Media Komputindo,9786020292229,Indonesia,352,0,3.76,4,11378,,romance
Breaking The Bro Code,breaking-the-bro-code,Stefanie London,Elex Media Komputindo,9786020459981,Indonesia,272,0,3.56,4,70,,romance
Happiness In Blue,happiness-in-blue,Janice Chrysilla,Bhuana Ilmu Populer,9786230401473,Indonesia,288,1,3.67,4,6,,romance
Mengail Di Air Keruh (Taken At The Flood),mengail-di-air-keruh-taken-at-the-flood,Agatha Christie,Gramedia Pustaka Utama,9789792230550,Indonesia,344,1,3.74,4,20492,,novel,thriller
Misteri Sittaford (The Sittaford Mystery),misteri-sittaford-the-sittaford-mystery,Agatha Christie,Gramedia Pustaka Utama,9789792281637,Indonesia,360,0,3.75,4,20740,,novel
A Murder is Announced (Iklan Pembunuhan),iklan-pembunuhan-a-murder-is-announced,Agatha Christie,Gramedia Pustaka Utama,9789792293678,Indonesia,360,0,4.0,4,61160,,novel
Mengungkit Pembunuhan (Five Little Pigs),mengungkit-pembunuhan-five-little-pigs-cover-baru,Agatha Christie,Gramedia Pustaka Utama,9789792283655,Indonesia,472,0,4.02,4,60704,,novel
Secret Obsession,secret-obsession,Anggarani,Bhuana Ilmu Populer,9786230401466,Indonesia,188,1,2.0,2,2,,novel,thriller
Kisah-Kisah Kucing (Cat Stories) - Cover Baru 2019,kisah-kisah-kucing-cat-stories-cover-baru-2019,James Herriot,Gramedia Pustaka Utama,9786020328775,Indonesia,216,1,4.34,4,6516,,novel
The Black Rose,the-black-rose,Dayen,Gramedia Pustaka Utama,9786020619675,Indonesia,200,0,3.28,3,18,,novel
Gerbang Nasib (Postern Of Fate),postern-of-fate-gerbang-nasib-cover-baru,Agatha Christie,Gramedia Pustaka Utama,9789792293524,Indonesia,360,0,3.2,3,11463,,novel
Hisashiburi,hisashiburi,Janice Chrysilla,Gramedia Widiasarana Indonesia,9786020516127,Indonesia,248,0,3.43,3,14,,novel
Hijab Palsu,hijab-palsu,Kifa Ansu,Tiga  Serangkai,9786237394181,Indonesia,240,0,4.0,4,2,,novel
Gadis Ketiga (Third Girl),third-girl-gadis-ketiga,Agatha Christie,Gramedia Pustaka Utama,9789792228694,Indonesia,360,0,3.68,4,26852,,novel
Eksekutor,eksekutor,Cenning Rara,Bhuana Ilmu Populer,9786024832889,Indonesia,348,0,4.03,4,32,,novel
BSD Metropop: Three Sisters,metropop-three-sisters-2,Seplia,Gramedia Pustaka Utama,9786020340104,Indonesia,228,1,3.91,4,195,77.0,novel,romance
Botchan,botchan,Natsume Soseki,Gramedia Pustaka Utama,9786020652092,Indonesia,224,1,3.63,4,11109,,
TeenLit: Perfect Gift,teenlit-perfect-gift,Kezia Evi Wiadji,Gramedia Pustaka Utama,9786020384276,Indonesia,216,0,3.57,4,21,,novel
Murder in Mews (Pembunuhan di Lorong),murder-in-mews-pembunuhan-di-lorong-cover-baru,Agatha Christie,Gramedia Pustaka Utama,9789792229684,Indonesia,360,0,3.78,4,20030,,novel
My Promise,my-promise,Nina Rosmina,Gramedia Widiasarana Indonesia,9786020502212,Indonesia,240,0,3.0,3,1,,novel
Izinkan Aku Memilih,izinkan-aku-memilih,Albertha Ivana,Andi Offset,9786237122678,Indonesia,256,0,4.0,4,1,,novel
Ada Kamu,ada-kamu,Ratna Dks,Bhuana Ilmu Populer,9786024556235,Indonesia,176,0,3.19,3,16,,novel
